ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x9f8e,CUS_0x77ec,May,Yantoultraq,27,597-68-4770,Engineer,8761.63,660.1358333333333,10,7,26,3,"Mortgage Loan, Debt Consolidation Loan, and Personal Loan",61,17,18.58,11,Standard,1968.72,31.027254145179363,10.4,Yes,12.9,19.857263019558054,Low Spent Large Value Payments,303.2979165455792,Poor
0x9f8f,CUS_0x77ec,June,Yantoultraq,27,597-68-4770,Engineer,8761.63,660.1358333333333,10,7,26,3,"Mortgage Loan, Debt Consolidation Loan, and Personal Loan",61,17,23.58,11,Standard,1968.72,37.92215568469573,10.5,Yes,12.9,83.5147111900592,Low Spent Small Value Payments,259.6404683750781,Poor
0x9f90,CUS_0x77ec,July,Yantoultraq,27,597-68-4770,Engineer,8761.63,660.1358333333333,10,7,26,3,"Mortgage Loan, Debt Consolidation Loan, and Personal Loan",61,17,18.58,11,Standard,1968.72,25.183138453659748,10.6,Yes,12.9,0.0,Low Spent Small Value Payments,306.62360642493843,Poor
0x9f91,CUS_0x77ec,August,Yantoultraq,28,597-68-4770,Engineer,8761.63,660.1358333333333,10,7,26,3,"Mortgage Loan, Debt Consolidation Loan, and Personal Loan",58,14,18.58,11,Standard,1968.72,30.77770864107788,0.0,Yes,12.9,0.0,Low Spent Medium Value Payments,276.9460168000896,Poor
0x9f96,CUS_0x290d,January,Jan Harveyf,23,253-26-9261,Architect,34791.08,3151.2566666666667,6,6,9,1,"Credit-Builder Loan, Student Loan, and Credit-Builder Loan",21,19,13.83,1,Standard,1477.48,33.87564420114645,28.7,Unknown,85.5,274.8453882748852,Low Spent Medium Value Payments,234.7336610070791,Standard
0x9f97,CUS_0x290d,February,Jan Harveyf,23,,Architect,34791.08,3151.2566666666667,6,6,9,3,"Credit-Builder Loan, Student Loan, and Credit-Builder Loan",21,16,13.83,1,Standard,1477.48,41.222553995259936,28.8,Yes,85.5,159.66941224520838,Low Spent Small Value Payments,359.9096370367559,Standard
0x9f98,CUS_0x290d,March,Unknown,23,253-26-9261,Architect,34791.08,3151.2566666666667,6,6,9,3,"Credit-Builder Loan, Student Loan, and Credit-Builder Loan",18,19,13.83,1,Standard,1477.48,32.008306017199985,28.8,Yes,85.5,58.62052558971103,High Spent Small Value Payments,430.95852369225327,Standard
0x9f99,CUS_0x290d,April,Jan Harveyf,23,253-26-9261,Architect,34791.08,3151.2566666666667,6,6,9,3,"Credit-Builder Loan, Student Loan, and Credit-Builder Loan",21,19,13.83,1,Unknown,1477.48,33.37151402419349,28.9,Yes,85.5,265.8465229517847,Low Spent Small Value Payments,253.73252633017955,Standard
0x9f9a,CUS_0x290d,May,Jan Harveyf,23,253-26-9261,Architect,34791.08,3151.2566666666667,6,6,9,3,"Credit-Builder Loan, Student Loan, and Credit-Builder Loan",21,19,13.83,1,Standard,1477.48,37.186368874091336,29.0,Yes,85.5,269.1082716988199,Low Spent Small Value Payments,250.4707775831444,Standard
0x9f9b,CUS_0x290d,June,Unknown,23,253-26-9261,Architect,34791.08,3151.2566666666667,6,6,9,3,"Credit-Builder Loan, Student Loan, and Credit-Builder Loan",26,19,13.83,1,Standard,1477.48,22.35610906774745,29.1,Yes,85.5,153.73109869734233,Low Spent Large Value Payments,345.8479505846219,Standard
0x9f9d,CUS_0x290d,August,Jan Harveyf,23,,Architect,34791.08,3151.2566666666667,6,6,9,3,"Credit-Builder Loan, Student Loan, and Credit-Builder Loan",21,18,13.83,1,Standard,1477.48,41.140046481621816,29.2,Yes,85.5,63.120904704299434,High Spent Small Value Payments,426.4581445776648,Good
0x9fa2,CUS_0x5a88,January,Poornimaj,16,237-24-8008,Teacher,63340.32,5278.36,7,7,21,6,"Home Equity Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Mortgage Loan, and Home Equity Loan",35,9,7.72,6,Standard,1571.84,27.380384624318463,19.3,Yes,234.9,204.14518004092585,Low Spent Large Value Payments,365.49698455258937,Poor
0x9fa3,CUS_0x5a88,February,Poornimaj,16,237-24-8008,Teacher,63340.32,5345.36,7,7,21,6,"Home Equity Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Mortgage Loan, and Home Equity Loan",35,7,7.72,6,Standard,1571.84,34.2075426209903,19.4,Yes,234.9,149.03429321786788,High Spent Medium Value Payments,400.6078713756473,Poor
0x9fa4,CUS_0x5a88,March,Poornimaj,16,237-24-8008,Teacher,63340.32,5345.36,7,7,21,6,"Home Equity Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Mortgage Loan, and Home Equity Loan",35,9,7.72,6,Unknown,1571.84,34.92074586356637,19.5,Yes,234.9,129.64346536668927,High Spent Large Value Payments,409.99869922682586,Poor
0x9fa5,CUS_0x5a88,April,Poornimaj,16,237-24-8008,Teacher,63340.32,5345.36,7,7,21,6,"Home Equity Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Mortgage Loan, and Home Equity Loan",34,9,3.72,6,Standard,1571.84,35.18106825556178,19.6,Unknown,234.9,98.81728660717197,High Spent Medium Value Payments,450.8248779863432,Poor
0x9fa6,CUS_0x5a88,May,Poornimaj,16,237-24-8008,Teacher,63340.32,5345.36,7,7,21,6,"Home Equity Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Mortgage Loan, and Home Equity Loan",35,11,7.72,6,Standard,1571.84,25.59580299899625,19.7,Unknown,234.9,288.0323090044665,Low Spent Large Value Payments,281.60985558904866,Poor
0x9fa7,CUS_0x5a88,June,Poornimaj,17,237-24-8008,Unknown,63340.32,5345.36,7,7,21,6,"Home Equity Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Mortgage Loan, and Home Equity Loan",35,6,12.72,6,Standard,1571.84,37.40516078667858,19.8,Yes,234.9,98.46589049243508,High Spent Medium Value Payments,451.1762741010802,Poor
0x9fa8,CUS_0x5a88,July,Poornimaj,17,237-24-8008,Teacher,63340.32,5345.36,7,7,21,6,"Home Equity Loan, Mortgage Loan, Auto Loan, Mortgage Loan, Mortgage Loan, and Home Equity Loan",35,9,7.72,6,Standard,1571.84,33.28904295786013,19.8,Unknown,234.9,98.03909388254702,High Spent Medium Value Payments,451.60307071096815,Poor
0x9fae,CUS_0x229d,January,Chuckf,16,131-92-1105,Mechanic,20082.65,1470.5541666666668,7,7,31,5,"Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",22,22,7.06,8,Bad,1549.99,27.477010185095764,19.4,Yes,52.6,75.75327567822576,Low Spent Small Value Payments,308.72153866367205,Standard
0x9faf,CUS_0x229d,February,Chuckf,16,131-92-1105,Mechanic,20082.65,1470.5541666666668,7,7,31,5,"Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",26,22,7.06,10,Bad,1549.99,38.12427716615813,19.5,Yes,52.6,89.97427956698576,Low Spent Small Value Payments,294.500534774912,Poor
0x9fb0,CUS_0x229d,March,Chuckf,16,131-92-1105,Mechanic,20082.65,1470.5541666666668,7,7,31,5,"Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",26,22,7.06,10,Bad,1549.99,32.39795959289352,0.0,Yes,52.6,90.84607858378504,Low Spent Small Value Payments,293.62873575811267,Poor
0x9fb1,CUS_0x229d,April,Chuckf,16,131-92-1105,Mechanic,20082.65,1470.5541666666668,7,7,31,5,"Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",26,22,7.06,10,Bad,1549.99,36.5624279831278,19.7,Yes,52.6,120.38431133928098,Low Spent Small Value Payments,264.0905030026168,Standard
0x9fb2,CUS_0x229d,May,Chuckf,16,,Mechanic,20082.65,1470.5541666666668,7,7,31,5,"Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",26,22,7.06,10,Bad,1549.99,33.80204382356396,19.8,Yes,52.6,55.56998946664122,High Spent Medium Value Payments,288.90482487525657,Standard
0x9fb3,CUS_0x229d,June,Chuckf,16,131-92-1105,Mechanic,20082.65,1470.5541666666668,7,7,31,5,"Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",26,21,7.06,10,Unknown,1549.99,36.12020308426545,19.8,Yes,52.6,114.61234575465058,Low Spent Small Value Payments,269.86246858724724,Standard
0x9fb4,CUS_0x229d,July,Chuckf,16,131-92-1105,Mechanic,20082.65,1470.5541666666668,7,7,31,5,"Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",26,14,7.06,10,Bad,1549.99,29.87535482640152,19.9,Yes,52.6,132.72059196917115,Low Spent Small Value Payments,251.75422237272664,Standard
0x9fb5,CUS_0x229d,August,Chuckf,16,131-92-1105,Mechanic,20082.65,1470.5541666666668,7,7,31,5,"Personal Loan, Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Credit-Builder Loan",26,24,7.06,10,Bad,1549.99,24.380026902122196,20.0,Yes,52.6,187.99035106588715,Low Spent Small Value Payments,196.48446327601064,Standard
0x9fba,CUS_0x9919,January,Leika Kiharal,38,848-55-2881,Mechanic,14365.54,1486.128333333333,8,9,25,1,"Personal Loan, and Home Equity Loan",40,20,5.49,12,Bad,2530.48,36.25615010512797,18.8,Yes,16.3,127.69060661018032,Low Spent Medium Value Payments,284.6532292991525,Poor
0x9fbb,CUS_0x9919,February,Leika Kiharal,38,848-55-2881,Mechanic,14365.54,1486.128333333333,8,9,25,2,"Personal Loan, and Home Equity Loan",43,22,5.49,12,Bad,2530.48,30.635837112642484,18.8,Yes,16.3,150.12880797292584,Low Spent Small Value Payments,272.2150279364069,Poor
0x9fbc,CUS_0x9919,March,Leika Kiharal,38,848-55-2881,Mechanic,14365.54,1486.128333333333,8,9,25,2,"Personal Loan, and Home Equity Loan",40,20,5.49,12,Bad,2530.48,39.60124401691109,18.9,Unknown,16.3,53.207116227002096,Low Spent Small Value Payments,369.1367196823307,Standard
0x9fbd,CUS_0x9919,April,Leika Kiharal,38,848-55-2881,Mechanic,14365.54,1486.128333333333,8,9,25,2,"Personal Loan, and Home Equity Loan",40,20,5.49,12,Bad,2530.48,23.360403164661783,19.0,Yes,16.3,152.6730395539982,Low Spent Small Value Payments,269.6707963553346,Poor
0x9fbe,CUS_0x9919,May,Leika Kiharal,39,848-55-2881,Mechanic,14365.54,1486.128333333333,8,9,25,2,"Personal Loan, and Home Equity Loan",39,20,5.49,12,Unknown,2530.48,38.47517922887106,19.1,Unknown,16.3,145.58152407220825,Low Spent Small Value Payments,276.76231183712446,Poor
0x9fbf,CUS_0x9919,June,Leika Kiharal,39,848-55-2881,Mechanic,14365.54,1197.128333333333,8,9,25,2,"Personal Loan, and Home Equity Loan",36,20,11.49,12,Bad,2530.48,31.244717125205256,19.2,Yes,16.3,106.41245662679847,Low Spent Medium Value Payments,305.9313792825343,Poor
0x9fc0,CUS_0x9919,July,Leika Kiharal,39,848-55-2881,Mechanic,14365.54,1486.128333333333,8,9,25,2,"Personal Loan, and Home Equity Loan",43,20,5.49,12,Bad,2530.48,26.080997073003545,19.2,Yes,16.3,192.3973283151664,Low Spent Small Value Payments,229.9465075941664,Poor
0x9fc1,CUS_0x9919,August,Unknown,39,848-55-2881,Mechanic,14365.54,1197.128333333333,8,9,25,1,"Personal Loan, and Home Equity Loan",40,20,5.49,12,Unknown,2530.48,25.886730286965648,19.3,Yes,16.3,41.87586651609024,Low Spent Large Value Payments,360.46796939324247,Poor
0x9fc6,CUS_0x2fab,January,Anna Yukhananovd,26,411-00-6543,Manager,75804.94,6120.078333333334,0,1,5,3,"Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",9,8,7.89,2,Good,330.82,35.64192602594318,31.8,No,141.3,51.8672420907085,High Spent Large Value Payments,658.8511427583426,Good
0x9fc8,CUS_0x2fab,March,Anna Yukhananovd,26,411-00-6543,Manager,75804.94,6120.078333333334,0,1,10,1,"Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",9,7,13.89,2,Unknown,330.82,29.152048729932595,31.9,No,141.3,49.611766028363505,High Spent Large Value Payments,661.1066188206877,Good
0x9fc9,CUS_0x2fab,April,Anna Yukhananovd,27,411-00-6543,Manager,75804.94,6120.078333333334,0,1,10,3,"Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",9,4,7.89,2,Good,330.82,41.0500717114282,32.0,No,141.3,81.14376064369165,High Spent Medium Value Payments,639.5746242053592,Good
0x9fca,CUS_0x2fab,May,Unknown,27,411-00-6543,Manager,75804.94,6120.078333333334,0,1,10,3,"Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",9,7,7.89,2,Good,330.82,39.1763319498631,32.1,No,141.3,485.83310168007654,Low Spent Medium Value Payments,264.88528316897447,Good
0x9fcb,CUS_0x2fab,June,Anna Yukhananovd,27,411-00-6543,Manager,75804.94,6120.078333333334,0,1,10,3,"Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",9,7,7.89,2,Good,330.82,28.003735839520537,32.2,Unknown,141.3,161.5290727412482,Low Spent Medium Value Payments,589.1893121078027,Standard
0x9fcc,CUS_0x2fab,July,Anna Yukhananovd,27,411-00-6543,Unknown,75804.94,6120.078333333334,0,1,10,3,"Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",14,7,7.89,2,Good,330.82,37.019835281498096,32.2,Unknown,141.3,104.37708812053958,High Spent Medium Value Payments,616.3412967285115,Good
0x9fcd,CUS_0x2fab,August,Anna Yukhananovd,27,411-00-6543,Manager,75804.94,6120.078333333334,0,1,10,3,"Credit-Builder Loan, Home Equity Loan, and Mortgage Loan",11,7,7.89,5,Good,330.82,24.348472626018644,32.3,Unknown,141.3,116.14014033291488,High Spent Large Value Payments,594.5782445161361,Good
0x9fd2,CUS_0x8d7c,January,Eva Kuehnenp,25,061-21-9925,Accountant,66176.67,5809.7225,8,6,19,2,"Credit-Builder Loan, and Not Specified",20,14,10.4,1,Standard,750.37,28.43453886415856,20.2,No,78.2,200.5384815841521,High Spent Medium Value Payments,552.2244087267317,Standard
0x9fd3,CUS_0x8d7c,February,Eva Kuehnenp,25,061-21-9925,Accountant,66176.67,5809.7225,8,6,19,2,"Credit-Builder Loan, and Not Specified",20,19,10.4,5,Standard,750.37,32.74203579236079,20.3,No,78.2,257.75368775912904,High Spent Small Value Payments,505.0092025517548,Standard
0x9fd4,CUS_0x8d7c,March,Eva Kuehnenp,25,061-21-9925,Accountant,66176.67,5514.7225,41,6,19,2,"Credit-Builder Loan, and Not Specified",17,19,10.4,5,Standard,750.37,30.958012747823854,20.4,No,78.2,266.1874872155435,High Spent Small Value Payments,496.57540309534033,Standard
0x9fd5,CUS_0x8d7c,April,Eva Kuehnenp,25,061-21-9925,Accountant,66176.67,5809.7225,8,6,19,2,"Credit-Builder Loan, and Not Specified",20,16,10.4,6,Unknown,750.37,29.0602887245687,20.5,No,78.2,238.3183466139644,Low Spent Small Value Payments,554.4445436969195,Standard
0x9fd7,CUS_0x8d7c,June,Eva Kuehnenp,25,061-21-9925,Accountant,66176.67,5809.7225,8,6,19,2,"Credit-Builder Loan, and Not Specified",20,17,10.4,5,Standard,750.37,27.38355597151795,20.7,No,78.2,124.78830156169607,High Spent Medium Value Payments,627.9745887491878,Standard
0x9fd8,CUS_0x8d7c,July,Eva Kuehnenp,25,061-21-9925,Accountant,66176.67,5809.7225,8,6,19,2,"Credit-Builder Loan, and Not Specified",18,16,10.4,5,Standard,750.37,31.677209044878264,20.8,No,78.2,266.2995494372055,High Spent Small Value Payments,496.4633408736784,Standard
0x9fd9,CUS_0x8d7c,August,Eva Kuehnenp,26,061-21-9925,Accountant,66176.67,5809.7225,8,6,19,2,"Credit-Builder Loan, and Not Specified",20,21,16.4,5,Standard,750.37,37.01577068003309,20.8,Unknown,78.2,149.9956040431355,High Spent Medium Value Payments,602.7672862677482,Standard
0x9fde,CUS_0xa788,January,Skariachann,24,144-05-2864,Unknown,29563.72,2704.643333333333,8,7,17,5,"Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",50,20,10.05,10,Unknown,1736.34,28.64360667184409,12.8,Unknown,82.6,108.03191558014213,Low Spent Small Value Payments,369.8793498159907,Poor
0x9fdf,CUS_0xa788,February,Skariachann,24,144-05-2864,Entrepreneur,29563.72,2704.643333333333,8,7,17,5,"Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",50,14,10.05,10,Standard,1736.34,24.882730306116382,12.9,Yes,82.6,227.47111930245612,Unknown,230.44014609367665,Poor
0x9fe0,CUS_0xa788,March,Skariachann,24,144-05-2864,Entrepreneur,29563.72,2704.643333333333,8,7,17,5,"Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",47,20,10.05,10,Standard,1736.34,23.8069748959558,13.0,Yes,82.6,334.86715854757017,Low Spent Small Value Payments,143.04410684856262,Poor
0x9fe1,CUS_0xa788,April,Skariachann,24,144-05-2864,Entrepreneur,29563.72,2704.643333333333,8,7,17,5,"Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",50,20,10.05,10,Standard,1736.34,34.91774980714334,13.1,Unknown,82.6,240.1586024833452,Low Spent Medium Value Payments,227.7526629127876,Poor
0x9fe2,CUS_0xa788,May,Skariachann,25,144-05-2864,Entrepreneur,29563.72,2704.643333333333,8,7,17,5,"Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",50,14,10.05,10,Standard,1736.34,37.44228320800948,13.2,Unknown,82.6,68.29774836433032,High Spent Small Value Payments,379.6135170318026,Poor
0x9fe3,CUS_0xa788,June,Skariachann,25,144-05-2864,Entrepreneur,29563.72,2704.643333333333,8,7,17,5,"Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",46,20,9.05,10,Standard,1736.34,27.409309278775694,13.2,Yes,82.6,119.51859894161448,Low Spent Large Value Payments,338.39266645451835,Poor
0x9fe4,CUS_0xa788,July,Skariachann,25,144-05-2864,Entrepreneur,29563.72,2704.643333333333,8,7,17,5,"Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",50,20,10.05,10,Standard,1736.34,28.836213679940663,13.3,Unknown,82.6,44.97252623551889,High Spent Large Value Payments,382.9387391606138,Poor
0x9fe5,CUS_0xa788,August,Skariachann,25,144-05-2864,Entrepreneur,29563.72,2704.643333333333,8,7,17,5,"Credit-Builder Loan, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",50,18,10.05,11,Standard,1736.34,29.29770312317709,13.4,Yes,82.6,86.00996192333719,Low Spent Large Value Payments,371.9013034727956,Poor
0x9ff6,CUS_0x7967,January,Unknown,27,810-09-6426,Manager,17379.785,1536.3154166666666,0,1,1,4,"Not Specified, Payday Loan, Student Loan, and Payday Loan",4,3,5.61,2,Good,993.66,36.33227092118592,21.2,No,29.4,65.17530284990491,Low Spent Small Value Payments,349.03399226948335,Good
0x9ff7,CUS_0x7967,February,Menonx,27,810-09-6426,Manager,17379.785,1536.3154166666666,0,1,1,4,"Not Specified, Payday Loan, Student Loan, and Payday Loan",4,2,5.61,2,Good,993.66,23.45153880669186,21.3,No,29.4,93.7559566693939,Low Spent Large Value Payments,300.4533384499943,Standard
0x9ff8,CUS_0x7967,March,Menonx,27,810-09-6426,Manager,17379.785,1536.3154166666666,0,1,1,4,"Not Specified, Payday Loan, Student Loan, and Payday Loan",4,3,5.61,2,Unknown,993.66,31.42450986333029,21.4,No,29.4,104.67305019775796,High Spent Small Value Payments,279.53624492163027,Good
0x9ff9,CUS_0x7967,April,Menonx,27,810-09-6426,Manager,17379.785,1536.3154166666666,0,1,1,4,"Not Specified, Payday Loan, Student Loan, and Payday Loan",1,3,-0.3899999999999997,2,Good,993.66,28.930898987364632,21.5,No,29.4,186.0340651067791,Low Spent Small Value Payments,228.17523001260915,Good
0x9ffa,CUS_0x7967,May,Menonx,27,810-09-6426,Manager,17379.785,1536.3154166666666,0,1,1,4,"Not Specified, Payday Loan, Student Loan, and Payday Loan",4,5,-1.3899999999999997,2,Good,993.66,30.521971851616808,21.6,No,29.4,184.42137811166785,Low Spent Small Value Payments,229.7879170077204,Standard
0x9ffb,CUS_0x7967,June,Menonx,27,810-09-6426,Manager,17379.785,1536.3154166666666,0,1,1,1,"Not Specified, Payday Loan, Student Loan, and Payday Loan",4,1,5.61,7,Good,993.66,38.14380040239658,21.7,No,29.4,96.52656019438524,Low Spent Small Value Payments,317.682734925003,Good
0x9ffc,CUS_0x7967,July,Menonx,27,810-09-6426,Manager,17379.785,1536.3154166666666,0,1,1,4,"Not Specified, Payday Loan, Student Loan, and Payday Loan",4,1,1.6100000000000003,7,Good,993.66,36.092481055496506,21.8,No,29.4,15.915452143427382,High Spent Large Value Payments,348.29384297596084,Good
0x9ffd,CUS_0x7967,August,Menonx,28,810-09-6426,Manager,17379.785,1536.3154166666666,0,1,1,4,"Not Specified, Payday Loan, Student Loan, and Payday Loan",4,4,5.61,7,Good,993.66,24.901002499506248,21.8,No,29.4,42.881696446307814,High Spent Small Value Payments,341.3275986730804,Good
0xa00e,CUS_0x5c9f,January,Jessicao,33,371-94-0530,Journalist,19890.19,1541.5158333333331,6,5,27,6,"Auto Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, and Mortgage Loan",29,20,2.38,6,Bad,3028.06,26.70768542821802,8.9,Yes,54.9,121.26198202532797,Low Spent Medium Value Payments,257.95696454309456,Poor
0xa00f,CUS_0x5c9f,February,Jessicao,33,371-94-0530,Journalist,19890.19,1541.5158333333331,6,5,27,6,"Auto Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, and Mortgage Loan",33,20,2.38,6,Bad,3028.06,23.4528885814822,9.0,Yes,54.9,98.8887974809148,Low Spent Small Value Payments,290.3301490875077,Poor
0xa011,CUS_0x5c9f,April,Jessicao,33,371-94-0530,Journalist,19890.19,1541.5158333333331,6,5,27,1,"Auto Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, and Mortgage Loan",33,20,2.38,7,Unknown,3028.06,24.50597549327292,9.2,Yes,54.9,157.46242498248026,Low Spent Small Value Payments,231.75652158594227,Poor
0xa012,CUS_0x5c9f,May,Jessicao,33,371-94-0530,Journalist,19890.19,1657.5158333333331,6,5,27,6,"Auto Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, and Mortgage Loan",34,20,2.38,7,Bad,3028.06,27.516495270008463,9.2,Yes,54.9,97.56645036120848,High Spent Small Value Payments,261.6524962072141,Poor
0xa013,CUS_0x5c9f,June,Jessicao,33,371-94-0530,Journalist,19890.19,1541.5158333333331,6,5,27,1,"Auto Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, and Mortgage Loan",33,20,2.38,7,Bad,3028.06,36.75279696974629,9.3,Yes,54.9,78.88163645511841,Low Spent Medium Value Payments,300.3373101133041,Poor
0xa014,CUS_0x5c9f,July,Jessicao,33,371-94-0530,Journalist,19890.19,1541.5158333333331,6,5,27,6,"Auto Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, and Mortgage Loan",33,18,-3.62,7,Bad,3028.06,29.554546940361877,9.4,Yes,54.9,89.3269527894754,Low Spent Medium Value Payments,289.89199377894715,Poor
0xa015,CUS_0x5c9f,August,Jessicao,33,371-94-0530,Journalist,19890.19,1541.5158333333331,6,5,27,6,"Auto Loan, Home Equity Loan, Credit-Builder Loan, Student Loan, Home Equity Loan, and Mortgage Loan",33,20,0.0,7,Bad,3028.06,30.73774646724414,0.0,Yes,54.9,132.84655521727785,Low Spent Small Value Payments,256.37239135114464,Poor
0xa01a,CUS_0x2869,January,Johna,53,249-57-7977,Journalist,82146.63,6770.552500000002,5,3,6,3,"Student Loan, Personal Loan, and Auto Loan",17,9,2.46,2,Good,804.62,33.99041498804513,28.9,No,128.3,109.83289287372511,High Spent Large Value Payments,678.9292820475205,Good
0xa01c,CUS_0x2869,March,Johna,53,249-57-7977,Journalist,82146.63,6770.552500000002,5,3,6,3,"Student Loan, Personal Loan, and Auto Loan",17,7,2.46,2,Good,804.62,33.963352961130376,29.1,No,128.3,0.0,Low Spent Medium Value Payments,165.73478725067332,Good
0xa01d,CUS_0x2869,April,Johna,53,249-57-7977,Journalist,82146.63,6770.552500000002,5,3,6,3,"Student Loan, Personal Loan, and Auto Loan",16,9,2.46,2,Unknown,804.62,40.19580708477015,29.2,No,128.3,0.0,High Spent Medium Value Payments,569.5063208978822,Good
0xa01e,CUS_0x2869,May,Johna,16,249-57-7977,Journalist,82146.63,6770.552500000002,5,3,6,3,"Student Loan, Personal Loan, and Auto Loan",17,9,2.46,2,Unknown,804.62,37.60959400461915,29.2,No,128.3,62.81318226724553,High Spent Large Value Payments,725.9489926540002,Good
0xa01f,CUS_0x2869,June,Johna,53,249-57-7977,Journalist,82146.63,6845.552500000001,5,3,6,3,"Student Loan, Personal Loan, and Auto Loan",15,9,2.46,2,Unknown,804.62,36.4228468835687,29.3,No,128.3,162.86651825761282,High Spent Large Value Payments,625.8956566636327,Good
0xa020,CUS_0x2869,July,Johna,53,249-57-7977,Unknown,82146.63,6770.552500000002,5,3,6,3,"Student Loan, Personal Loan, and Auto Loan",17,9,2.46,2,Good,804.62,39.21648157381518,29.4,No,128.3,279.9813536962644,Low Spent Small Value Payments,558.7808212249813,Standard
0xa021,CUS_0x2869,August,Johna,54,249-57-7977,Journalist,82146.63,6770.552500000002,5,3,6,3,"Student Loan, Personal Loan, and Auto Loan",17,9,2.46,5,Good,804.62,39.45970293489561,29.5,No,128.3,374.25205473424745,Low Spent Medium Value Payments,454.5101201869982,Standard
0xa026,CUS_0xa226,January,Lisa Juccad,16,409-61-8014,Doctor,20700.455,1870.037916666667,3,4,5,3,"Student Loan, Student Loan, and Home Equity Loan",3,0,5.51,4,Unknown,1199.47,27.690363738675128,18.2,No,38.7,42.57384493678313,High Spent Large Value Payments,345.70386372727415,Standard
0xa027,CUS_0xa226,February,Lisa Juccad,34,409-61-8014,Doctor,20700.455,1870.037916666667,3,4,5,3,"Student Loan, Student Loan, and Home Equity Loan",10,14,6.51,5,Good,1199.47,36.62085766135551,18.2,No,38.7,146.97010470683588,Unknown,271.30760395722143,Good
0xa028,CUS_0xa226,March,Unknown,34,409-61-8014,Doctor,20700.455,1870.037916666667,3,4,5,3,"Student Loan, Student Loan, and Home Equity Loan",7,0,6.51,5,Good,1199.47,29.64831995613436,18.3,No,38.7,51.10096608585394,High Spent Medium Value Payments,347.17674257820335,Good
0xa029,CUS_0xa226,April,Unknown,35,409-61-8014,Doctor,20700.455,1870.037916666667,3,4,5,3,"Student Loan, Student Loan, and Home Equity Loan",7,1,6.51,5,Unknown,1199.47,30.23456534416487,18.4,No,38.7,113.63764685370496,Low Spent Large Value Payments,304.64006181035234,Good
0xa02a,CUS_0xa226,May,Lisa Juccad,35,409-61-8014,Doctor,20700.455,1870.037916666667,3,4,5,3,"Student Loan, Student Loan, and Home Equity Loan",7,2,9.51,5,Good,1199.47,35.757805026550066,18.5,No,38.7,44.34945914943672,High Spent Medium Value Payments,353.9282495146206,Good
